# Constructed from biom file
#OTU ID	P8-rep4	P5-rep4	P9-rep1	P9-rep5	P9-rep4	P5-rep1	P8-rep2	P8-rep1	P9-rep2	P9-rep3	P8-rep3	P5-rep5	P5-rep2	P5-rep3	P8-rep5
acf66e913f2d1288154b8db3d2c1f615	59.0	0.0	1.0	4.0	1.0	0.0	31.0	5.0	0.0	0.0	38.0	0.0	0.0	0.0	28.0
c81041b7767076e529917f0bedababb0	58.0	0.0	0.0	0.0	0.0	0.0	135.0	7.0	0.0	0.0	74.0	0.0	0.0	0.0	62.0
908a8521a5fb389ead192c86eb52bd0d	58.0	19.0	1.0	4.0	0.0	20.0	81.0	20.0	1.0	0.0	59.0	18.0	31.0	10.0	65.0
da9f11bd906423ddc3b1605f13c8ced7	58.0	10.0	3.0	9.0	24.0	5.0	71.0	12.0	3.0	6.0	45.0	0.0	5.0	2.0	56.0
8952e222127d4fd3e7062025a20d0b61	57.0	0.0	8.0	12.0	33.0	0.0	82.0	3.0	5.0	18.0	93.0	0.0	0.0	0.0	70.0
41edbcb4ec4a57c470810fb4b9ac9131	57.0	2.0	0.0	0.0	6.0	0.0	75.0	11.0	1.0	0.0	58.0	1.0	0.0	1.0	46.0
8e5f700df4024743fbcf859e9ab88cad	56.0	37.0	5.0	4.0	6.0	16.0	73.0	5.0	4.0	9.0	61.0	22.0	30.0	13.0	59.0
378474cb39418a6529f631e6a279bf5f	56.0	0.0	0.0	0.0	0.0	0.0	67.0	5.0	0.0	0.0	27.0	0.0	0.0	0.0	65.0
59a78a73d968f9b0e15e4a0a65d913d7	56.0	1.0	0.0	0.0	5.0	0.0	95.0	13.0	0.0	0.0	47.0	0.0	0.0	0.0	62.0
518709fab9656f41db4911d9e91bce80	55.0	0.0	0.0	0.0	0.0	0.0	138.0	13.0	0.0	0.0	53.0	0.0	0.0	0.0	66.0
d9e5bc9b56d861c6c303784b6ec8c660	55.0	35.0	80.0	140.0	225.0	29.0	60.0	5.0	17.0	130.0	49.0	31.0	66.0	29.0	47.0
a815325ddde020c7e6915142ebd1b6a9	54.0	4.0	0.0	0.0	0.0	4.0	59.0	10.0	0.0	4.0	40.0	0.0	4.0	0.0	49.0
bb263113a46053e5dfa9a31ed19ef288	54.0	0.0	18.0	31.0	41.0	0.0	79.0	11.0	7.0	56.0	50.0	0.0	0.0	0.0	47.0
38920044c069790f3d0762714b412236	54.0	0.0	0.0	0.0	0.0	0.0	83.0	11.0	0.0	0.0	57.0	0.0	0.0	0.0	48.0
dda92328f43644d430600f95ee02ba29	53.0	0.0	0.0	0.0	0.0	0.0	84.0	13.0	0.0	0.0	58.0	0.0	0.0	0.0	64.0
3b199c35725851b626d27b6a645c9c17	53.0	0.0	0.0	0.0	0.0	0.0	71.0	8.0	0.0	0.0	27.0	0.0	0.0	0.0	40.0
31b22181c848a9046624f963044407ba	53.0	0.0	1.0	2.0	0.0	0.0	64.0	3.0	0.0	3.0	78.0	0.0	0.0	0.0	45.0
96faef26997f2a1e0387f9587682f393	52.0	14.0	3.0	9.0	27.0	5.0	80.0	15.0	4.0	8.0	47.0	7.0	8.0	4.0	57.0
4471970e559d0789cde5c9d3cc476217	52.0	0.0	0.0	0.0	0.0	0.0	102.0	13.0	0.0	0.0	46.0	0.0	0.0	0.0	40.0
48999e8170ea17c13bbe4893f7788e26	52.0	9.0	12.0	32.0	53.0	6.0	99.0	16.0	10.0	25.0	104.0	9.0	26.0	0.0	54.0
7dd09c27d8a11f6de1fd2e4e7f425bbe	52.0	0.0	0.0	0.0	0.0	0.0	122.0	15.0	0.0	0.0	63.0	0.0	0.0	0.0	51.0
47e77a3bc214f0025eebe1d79bd775b9	52.0	2.0	10.0	24.0	39.0	2.0	86.0	9.0	10.0	37.0	48.0	0.0	3.0	0.0	51.0
d6cc441e758822c6ef17028f0917e4fa	51.0	0.0	0.0	0.0	0.0	0.0	160.0	14.0	0.0	0.0	129.0	0.0	0.0	0.0	82.0
d689bdecfcc701254e12dd8ae4fc84e4	51.0	0.0	0.0	0.0	0.0	0.0	65.0	8.0	0.0	0.0	42.0	0.0	0.0	0.0	58.0
74fc147fe3e07608b5c6550d5b3d92e8	51.0	2.0	3.0	22.0	21.0	2.0	59.0	8.0	2.0	27.0	47.0	0.0	0.0	0.0	39.0
8142d8f0a59b8a2bf499de6aa541cbf8	51.0	0.0	0.0	0.0	0.0	0.0	105.0	10.0	0.0	0.0	40.0	0.0	0.0	0.0	61.0
881a99cae62d2370e1ed66669b22fffb	51.0	80.0	8.0	31.0	30.0	71.0	84.0	9.0	7.0	54.0	50.0	60.0	89.0	36.0	63.0
f46c70324d3d1ee91e2015a83855009b	51.0	0.0	0.0	0.0	0.0	0.0	60.0	7.0	0.0	0.0	50.0	0.0	0.0	0.0	44.0
fdc78f79efe13dd523ae17dd2825b13d	50.0	10.0	0.0	0.0	0.0	0.0	72.0	3.0	0.0	3.0	41.0	0.0	2.0	0.0	38.0
4f9c2f855f14b14388c3940e82031c12	50.0	0.0	0.0	0.0	0.0	0.0	101.0	11.0	0.0	0.0	63.0	0.0	0.0	0.0	67.0
7db77c1b4af0bcc46d1452f2ae350dd4	50.0	0.0	0.0	0.0	0.0	0.0	67.0	8.0	0.0	0.0	39.0	0.0	0.0	0.0	41.0
69e3bf2e4d1893f7177c823e0083d5c5	49.0	0.0	0.0	0.0	0.0	0.0	49.0	6.0	0.0	0.0	30.0	0.0	0.0	0.0	23.0
7c0f6bad493f6c073cba02c0be23f217	49.0	0.0	0.0	2.0	2.0	0.0	101.0	13.0	0.0	2.0	47.0	0.0	0.0	0.0	45.0
26b943752ddcbf256eebc03ceefaa529	49.0	0.0	0.0	0.0	0.0	0.0	64.0	8.0	0.0	0.0	26.0	0.0	0.0	0.0	33.0
3bc1215eec02ba08e949dbb858f2bbf0	48.0	2.0	2.0	10.0	19.0	0.0	65.0	11.0	2.0	8.0	47.0	0.0	5.0	0.0	45.0
8712cb1a4d2ba914a00152db4323a93a	48.0	0.0	0.0	0.0	0.0	0.0	84.0	8.0	0.0	0.0	26.0	0.0	0.0	0.0	53.0
df927b3169eb2307d57f0deeeceabfda	47.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	2.0	0.0	10.0	0.0	0.0	0.0	33.0
df65320d5bfe0a0ab1b95d08fb1df44a	47.0	0.0	0.0	0.0	2.0	2.0	77.0	4.0	0.0	0.0	39.0	0.0	0.0	2.0	45.0
0ff2cf30bdfdaa9b09878d64dfd4535f	47.0	0.0	0.0	0.0	0.0	0.0	36.0	7.0	0.0	0.0	22.0	0.0	0.0	0.0	46.0
ca20f0409f5759eb2ef3e2bcee871e54	46.0	0.0	0.0	0.0	0.0	0.0	67.0	9.0	0.0	0.0	39.0	0.0	0.0	0.0	45.0
0c1ad2b741f92f97e01ab2cf07ac959c	46.0	122.0	3.0	2.0	5.0	67.0	68.0	7.0	1.0	20.0	43.0	45.0	104.0	48.0	38.0
03daa258784ab96d32e899703fa1fa91	46.0	0.0	36.0	74.0	174.0	2.0	72.0	12.0	11.0	67.0	78.0	3.0	9.0	3.0	34.0
fc5759fa04dd40aa92de24e5f012c417	46.0	0.0	0.0	3.0	2.0	0.0	101.0	4.0	0.0	1.0	47.0	0.0	0.0	0.0	41.0
3ea29f315e3b383ad930a6d8a5489166	45.0	0.0	0.0	0.0	0.0	0.0	90.0	10.0	0.0	0.0	39.0	0.0	0.0	0.0	42.0
a54b809806c066fa1b6fadd55c35f6f8	45.0	0.0	0.0	0.0	0.0	0.0	88.0	7.0	0.0	0.0	65.0	0.0	0.0	0.0	62.0
e103dd07064cac52ed6d41ff0e2301ed	45.0	0.0	0.0	0.0	0.0	0.0	60.0	9.0	0.0	0.0	32.0	0.0	0.0	0.0	30.0
4a36e47140d43a29ffe22e11fc3b3dce	45.0	0.0	0.0	0.0	0.0	0.0	71.0	12.0	0.0	0.0	40.0	0.0	1.0	0.0	52.0
b826ccc235d8f95dcfa6b85120d62e70	44.0	0.0	6.0	20.0	33.0	0.0	44.0	1.0	1.0	39.0	34.0	0.0	0.0	0.0	41.0
b585a25febeb543facb64a3701cbaff0	43.0	2.0	2.0	0.0	10.0	0.0	79.0	7.0	0.0	0.0	50.0	0.0	3.0	0.0	48.0
c54c7c4619b3130d6c00d3a66d318e6a	43.0	0.0	0.0	0.0	10.0	0.0	101.0	7.0	0.0	0.0	61.0	0.0	0.0	0.0	81.0
