sequence,1,2,3,4
425277400e0266aa92d983115d068a60,-2.9713144904132287,-2.822642350406037,8.108359989610843, p__Verrucomicrobia
426eb39e2e082fb59a299dff95f750f5,-7.699909813638329,-8.978425412505503,-2.4119713851169062, p__Actinobacteria
427e57243022daa659e39a1e83bf7da9,0.7050720642417904,19.543294272522573,-5.480422992589403, p__Gemmatimonadetes
429aff0d7799228538036cc2849e0b66,0.2970516913572204,-9.509391263165089,-4.073378067260294, p__Bacteroidetes
42a944d2ef4753466fb9da85eca6cb76,17.160053154745473,-2.306787774086642,-10.808912165254682, p__Verrucomicrobia
42c8e4e20ff039bc07a55be938e8141d,11.772441078568395,-7.438535726366043,-7.355805975846372, p__Verrucomicrobia
42e33fca307a9ed4cee5e9045170447f,-4.646186960765105,-3.520927626982898,-2.397826930086227, p__Acidobacteria
42ed5018b89549633fd6eba1a1d186d0,2.7745893663470405,-11.023496498114516,-6.434416514053354, p__Verrucomicrobia
42f7ebff8f73fe1cc8d059cd38726d08,-5.47691386594609,-0.6263117528891795,-1.841389040855022, p__Acidobacteria
43091d58b6a0f792b1e78b3007eca48f,-2.9165725624040464,1.2662825267537263,-1.5490620729922702, p__Acidobacteria
432bffae4fd561ba212259d5b065b2cf,-4.117435958281844,13.166059425242619,-4.592377097607413, p__Actinobacteria
435e26d1fa87102ba0ee7c158923c404,22.886592420600657,-7.390409210231679,-8.590329223873203, p__Actinobacteria
43a30f32970b0faa43b0fc0be6c776d3,-4.772484052289056,0.34100604609826274,3.9023457790034306, p__Acidobacteria
43b4bfc7b88f78761c7f21ca9fd83cb1,4.596978174181064,-9.482118235430004,-4.248620306839801, p__Planctomycetes
43f10bff7a4dc169a9bb3b0ef0c8bad9,7.287255852423223,6.0148505581905924,4.571144298236685, p__Verrucomicrobia
43fbcb0784a463a3b795bf8903f4a8eb,20.297030272909705,-1.024668738811776,-9.785697737333962, p__Actinobacteria
440172faa983a2566db5142e2f2879c6,-1.6187908631798245,3.5963737006103975,4.013250906016361, p__Proteobacteria
440a6c1091a185989d6e760875890ff3,-11.557602523128983,-3.424068263860991,-0.5534776038204574, p__Planctomycetes
4410455da96313502a5465e28f33bd31,3.6882658678910034,-3.3680800566950215,-0.2617156671775446, p__Planctomycetes
443030555c27c136369835cad3b919db,-2.1051859909391877,2.86955181345767,-2.0136735897334, p__Actinobacteria
443325388c3e6fe79838790e8d9f7b60,-2.0851944387760235,16.224150485228407,-4.726705072671261, p__Verrucomicrobia
44427e53bcc36fb256e85a45c0a96d98,1.6079053561987247,5.040650932162563,-1.304635025246793, p__Proteobacteria
4471970e559d0789cde5c9d3cc476217,-2.9713144904132287,-2.822642350406037,8.108359989610843, p__Acidobacteria
448a156aec6035b9e578708e3f7e5686,-8.044148338375145,3.454173818559727,0.5087622389020015, p__Verrucomicrobia
449e957c7355e8cbf5bb42192ee28a92,7.287255852423223,6.0148505581905924,4.571144298236685, p__Actinobacteria
44cfde7e5e16fec6a538c5af8d47adb1,9.751798120510703,-4.842989308249757,12.091532224666397, p__Actinobacteria
44d49451ecffaffb333277d35b8e3e22,13.576719454915427,9.125861138623003,4.898798446375725, p__Verrucomicrobia
44e10981c376f816b126519e1edce31c,20.120245446538945,-4.567077964044438,-10.794921157271913, p__Actinobacteria
4538341e06f949c9364893b09bc0f991,-1.565893464507408,-10.840925913307347,-4.269597828763358, p__Actinobacteria
4538abf3238c7fad427b8f163ea24ac9,-10.90059862600594,-1.9174744185918917,-2.1634648680041915, p__Proteobacteria
453f51b0290bf8fa38df601c5be712c2,16.172682069915098,-0.44954356515774546,13.354921670744673, p__Planctomycetes
454fdc7eb3f828d38fea66f7e4db3884,16.717401633288453,-0.3546739512138226,13.017548158695933, p__Chloroflexi
4558c6f5f7b93e516e5f2c466aa8c10e,20.297030272909705,-1.024668738811776,-9.785697737333962, p__Actinobacteria
456549941c44da71a0f91c379bdedc16,-2.1803213935385584,3.2901431351838197,3.9543914974155525, p__Gemmatimonadetes
458b1c1639888ee2b67ea0b3b2d37274,-8.54154289074844,-4.017235740975342,3.2331460853149343, p__Proteobacteria
45b188b966622a9d40c8f07557ce0913,0.2970516913572204,-9.509391263165089,-4.073378067260294, p__Proteobacteria
45e3e8b338485af993cfbcbb7266b153,-8.044148338375145,3.454173818559727,0.5087622389020015, p__Chloroflexi
45f88464bb7012345b239c4ff0f9e4ae,1.6079053561987247,5.040650932162563,-1.304635025246793, p__Verrucomicrobia
467ff6062e402437d1b2738f8b45475c,-3.481225336117675,13.21494166953063,-4.321858801245919, p__Verrucomicrobia
4689f792ff603429e414837b80b1780e,7.287255852423223,6.0148505581905924,4.571144298236685, p__Firmicutes
46919c0ba7f7d5528f6687733a4f5456,-8.122724941004126,-3.280120747298092,0.2972929141100288, p__Proteobacteria
469242c0786762042012dbf5f8c2503b,13.576719454915427,9.125861138623003,4.898798446375725, p__Proteobacteria
46958342c935785640bfc991c4efd11c,-1.0735131393219048,-5.516247215551263,8.817163649576623, p__Planctomycetes
46d630a36163e0cc026f4944352e40d8,-4.365588041293011,13.483356995218896,-4.562382467693555, p__Verrucomicrobia
46ef830b5a3fcda05d6012053d1f116c,7.824117585308069,-1.972336853049277,8.28620366127149, p__Proteobacteria
473783bf85d323b7d9b1d9bcbbd0b66e,-8.122724941004126,-3.280120747298092,0.2972929141100288, p__Planctomycetes
4745bea18d848621762050089f967e71,16.73700754962104,1.0053448390962612,13.036934716544392, p__Actinobacteria
47475d84623f956523f368cd600751ef,-4.259227973157251,-0.7726675455373375,5.690777479420138, p__Bacteroidetes
475d8d25a1caa67ebacfa21efcf8ec02,-0.7796623575225363,-10.144296002061836,-5.790309580861059, p__Acidobacteria
475dacfb2394c294b4ae6ad24eb6d3cc,-3.1897320536667255,1.6175180068793824,4.401171344360787, p__TM7
476e1e031f5c1602b49449538b9b970d,5.7270430643784005,5.32261675217031,4.0653259962804755, p__Planctomycetes
478a75f28d434ef3c91a6a01bdd056bb,-5.78284899598734,-4.888409261677706,6.576187914368382, p__Proteobacteria
47a769dafbc54fddbc3f69564e7a325e,-4.259227973157251,-0.7726675455373375,5.690777479420138, p__Acidobacteria
47ddfdf8e0d2abc86cb7ec37c0db9096,16.78685056622521,10.446950367776255,5.233763120445046, p__WS3
47e77a3bc214f0025eebe1d79bd775b9,-4.259227973157251,-0.7726675455373375,5.690777479420138, p__Chloroflexi
48279b441908ac65fabb97c9907653ca,2.877158591463101,-4.003986920519887,-0.10330736557303252, p__Cyanobacteria
4831833a21040eac96fa858cb5c29488,-4.646186960765105,-3.520927626982898,-2.397826930086227, p__Chloroflexi
4833f3b5328211a2301f9f9a02172e63,4.280705260415465,10.589559504002048,-0.6349382619417555, p__Verrucomicrobia
485c0475e15128b96e7c377ac81a3a9e,-0.732727672675651,5.4817476921468815,3.2487818358418616, p__Chloroflexi
4860247acba267ee09a5d38b4380e99e,-5.79486695700422,-1.622528074528011,3.7826716886706557, p__Proteobacteria
489422ee8d827e2c9a527100fb729218,-1.565893464507408,-10.840925913307347,-4.269597828763358, p__Actinobacteria
48999e8170ea17c13bbe4893f7788e26,-5.78284899598734,-4.888409261677706,6.576187914368382, p__Verrucomicrobia
48c7f078f14402be0dc70b28066786c8,16.717401633288453,-0.3546739512138226,13.017548158695933, p__Bacteroidetes
48d6a86bb16ce990ec9c9d8b7c81eb11,-9.901330294509531,-5.076129779540808,-0.27717291285822465, p__Acidobacteria
48f3d033cf7e2b59e8fd7ea9b881ebeb,2.6354231560477595,6.0204947830876545,5.0814023493891, p__Acidobacteria
490d1675ccd99bbd266babe27b9275d2,28.998282395281592,-1.335646876159676,16.048189514719866, p__Actinobacteria
4912057405cebfff213cb1d964333b7e,11.676742876220143,-1.4497459186156714,13.138876288944822, p__Gemmatimonadetes
49b0d3104e04f0f8e95d6c5552ceeeb7,-9.75074207039209,-0.26373792091809967,1.653535590988054, p__Proteobacteria
49b5d5da2a0d15433ab87f361fafde4b,20.504072627867416,-0.27318837166450527,-11.639904593429764, p__Proteobacteria
49b8b8327faca6169ac20da0e4dff312,4.429552706444174,5.762206930240783,3.097290709225307, p__Proteobacteria
49bf6df2aca008064b1f1023104ae2de,-10.270096043107074,-0.8600751068262857,1.5770721395224818, p__Bacteroidetes
49e815eecff6f598f6f2816d94232a1e,-5.79486695700422,-1.622528074528011,3.7826716886706557, p__Bacteroidetes
4a059f761b92aea73b07675088a6904e,0.7050720642417904,19.543294272522573,-5.480422992589403, p__Proteobacteria
4a36e47140d43a29ffe22e11fc3b3dce,-4.564616126124945,-3.341381416353724,7.236035589259417, p__Planctomycetes
4a3c2bfe7c723333e3d9183ee259716e,-2.0851944387760235,16.224150485228407,-4.726705072671261, p__Bacteroidetes
4a42c304127fbd31fc32c9db1e7607f5,16.717401633288453,-0.3546739512138226,13.017548158695933, p__Planctomycetes
4a54eae533a3fcc2148c372862beec5e,-0.5723362379270017,-9.96689304885389,-5.260951098555147, p__Actinobacteria
4a592af8b17823f707bfd73826f14e12,-9.75074207039209,-0.26373792091809967,1.653535590988054, p__Acidobacteria
4a92d0bfd9449b4e4223e8204cae7c3e,-5.47691386594609,-0.6263117528891795,-1.841389040855022, p__Proteobacteria
4a931359e2136f61eef5330a61d96c4c,4.270301408382085,-0.4418803949859168,-2.5835289243108406, p__Bacteroidetes
4ab37b716f4cba98a5db9f6dde30e31b,-3.084175199114576,-7.231398418854075,-2.925187524296219, p__Acidobacteria
4abd21da85100d992e39ab24685161a2,10.437440567444149,-6.542079158357797,-7.998081713482872, p__Actinobacteria
4acc0e27f0412b24b25f1b5ee2f37e22,-9.75074207039209,-0.26373792091809967,1.653535590988054, p__Planctomycetes
4ad3cb2fed9b4cb72357432b0864b98c,21.54958052901643,1.8217073785414128,11.36655778831137, p__Proteobacteria
4ae86060780815bf770f562e7018c4dc,3.117821380441102,-4.417629095719764,11.33997902331325, p__Proteobacteria
4af03a893929a0744ab93ab4f901b0d4,-2.9165725624040464,1.2662825267537263,-1.5490620729922702, p__Actinobacteria
4afb9750ef06b9beb3f1c63de0537ada,8.283972484555331,-2.898011342279709,13.627542032192382, p__TM7
4b009b19db266160d446b73460863e4d,-5.788030192367302,-5.266789643875831,-0.8313855666605744, p__Acidobacteria
4b096a77d463b799c9445c622878f8e7,-11.80504055128551,-8.589178170299796,-1.3458408571831277, p__Actinobacteria
4b19510ade512de97fb045100b61de50,-5.78284899598734,-4.888409261677706,6.576187914368382, p__Planctomycetes
4b222ffb54d26687a8191192a26d8748,8.984184588691425,-1.4263728645291391,8.998939192497032, p__Gemmatimonadetes
4b274d83455c4f7fc80ad52ca5edeac2,4.686481498943711,6.679803842198859,0.9669324279279343, p__Acidobacteria
4b3361c8083bdf1c7fa29d7aefcae623,-8.044148338375145,3.454173818559727,0.5087622389020015, p__Proteobacteria
4b772b527de2d151e8f5444725f4231d,5.7270430643784005,5.32261675217031,4.0653259962804755, p__Planctomycetes
4ba2a7884948d38718fcadfabdc3d8d4,-2.1051859909391877,2.86955181345767,-2.0136735897334, p__Verrucomicrobia
4bd3fe825d03bd9cb04849f8972712c1,7.287255852423223,6.0148505581905924,4.571144298236685, p__Actinobacteria
4bdbf8a4807b2f3e5620f19bebb310ff,4.596978174181064,-9.482118235430004,-4.248620306839801, p__Verrucomicrobia
4be26d2ce852ae3771125aed71d15bcb,-2.0851944387760235,16.224150485228407,-4.726705072671261, p__Verrucomicrobia
4be957bedfc67dd391a92897ef872a4d,-3.200379071247101,-10.709162500471587,-5.091867502198624, p__Bacteroidetes
4bfd5361a8bd5da6eec4a730bbbc250a,-7.345099341237674,-2.5279277998032956,-1.379878940892168, p__Actinobacteria
4c076cffb4dc7aaae47cb237d7067066,7.70969331601806,0.05249883818733109,-2.829867155221031, p__Verrucomicrobia
4c2e556b9dee46cd93dc0b0cd7af80ef,4.6788483691709075,1.1732004195397914,-2.998343902322869, p__Gemmatimonadetes
4c90a53d57ce2a243bcc07bd8b844ad4,17.160053154745473,-2.306787774086642,-10.808912165254682, p__Proteobacteria
4cc63db4605e5872a9818f89a04812a9,-8.122724941004126,-3.280120747298092,0.2972929141100288, p__Actinobacteria
4cce46846f0b1edab8a193fc3a92153e,-8.122724941004126,-3.280120747298092,0.2972929141100288, p__Planctomycetes
4cdefa42494d8906d796e3dfa9522403,8.812260683790997,-1.2069475445481457,-1.0959227459854457, p__Proteobacteria
4ceb7694a863902e4afebd6bad6a263d,-8.044148338375145,3.454173818559727,0.5087622389020015, p__Verrucomicrobia
4d069c30e4bf353c5e61602cf3dc7e26,-2.9713144904132287,-2.822642350406037,8.108359989610843, p__Actinobacteria
4d2ecb2fde7d159bfc858f9c70ce5e46,0.2970516913572204,-9.509391263165089,-4.073378067260294, p__Actinobacteria
4d338368f2fe5471e133cac91e5ba156,-10.90059862600594,-1.9174744185918917,-2.1634648680041915, p__Proteobacteria
4d5ba3bd65ff9410112f9ba6a4580847,-8.044148338375145,3.454173818559727,0.5087622389020015, p__Acidobacteria
4d6966326d3b821c542fed5adc550356,12.84876497428332,-4.1646811242504596,13.437768991880253, p__Chloroflexi
4d8edc077913655d569d3497af84ae56,-8.044148338375145,3.454173818559727,0.5087622389020015, p__Actinobacteria
4dc5023fdc00f325e169fced16dca21c,-10.270096043107074,-0.8600751068262857,1.5770721395224818, p__Proteobacteria
4dc7d6bf04e4e12d03d08b55938823a0,16.69605112440077,-4.000558796402278,-9.18115257530638, p__Proteobacteria
4dcb03a1c5d432ff8a1f17e99dc7a359,-7.345099341237674,-2.5279277998032956,-1.379878940892168, p__Planctomycetes
4dccfe47030d42d15b9f401f45cddc31,-10.90059862600594,-1.9174744185918917,-2.1634648680041915, p__Proteobacteria
4df75c9cda737fe672fa487d19e7b21f,-3.489590929219579,1.7301795633491734,3.896162507715105, p__Planctomycetes
4dfcac40aa23650aaf08a409d021a622,7.287255852423223,6.0148505581905924,4.571144298236685, p__Acidobacteria
4e00c989f5cb4354ceb8c9b9e3e48adf,-9.75074207039209,-0.26373792091809967,1.653535590988054, p__Chloroflexi
4e0406daacd9f96bb58f25269a1db77a,-4.117435958281844,13.166059425242619,-4.592377097607413, p__Acidobacteria
4e1e5f08e63e9d52fb6a01e033e91451,-2.1803213935385584,3.2901431351838197,3.9543914974155525, p__Planctomycetes
4e21c95ade70ae68a86daae801307002,-4.259227973157251,-0.7726675455373375,5.690777479420138, p__Chloroflexi
4e60f02fd64eec765ace099d366ad7be,-9.75074207039209,-0.26373792091809967,1.653535590988054, p__Verrucomicrobia
4e70f095de0f5dd3bdf9097a37f473ca,-9.75074207039209,-0.26373792091809967,1.653535590988054, p__Gemmatimonadetes
4ea6c458e33444d3f009a985d85de7fd,-4.365588041293011,13.483356995218896,-4.562382467693555, p__Verrucomicrobia
4ead47c52b4a1f656553e33a9a6916bd,24.78148574377322,-5.695758399991869,-12.906261377141986, p__Proteobacteria
4ed9ee71473e0c62e837c35ae5966b7f,-8.346435616063918,-3.9224697943053277,-1.4357852583407429, p__Proteobacteria
4f295d4db4f174662d2d6985a0e76bc7,-5.47691386594609,-0.6263117528891795,-1.841389040855022, p__Acidobacteria
4f36ff3237abe06a6fd0a2246bb2652e,-4.365588041293011,13.483356995218896,-4.562382467693555, p__Planctomycetes
4f38514fbfcd10a27a07e66db6d7bb43,2.6354231560477595,6.0204947830876545,5.0814023493891, p__Verrucomicrobia
4f46a74e9fbbec2eaa996b8212162624,28.06288764434157,-1.751853091053166,-12.719719476241265, p__Verrucomicrobia
4f7674406383d206d13537bcb39f163e,-10.90059862600594,-1.9174744185918917,-2.1634648680041915, p__Proteobacteria
4f8621a7075afe42101257eb806f803f,-1.6008939675551692,-10.114782077322038,-5.414392796736985, p__Planctomycetes
4f9c2f855f14b14388c3940e82031c12,7.287255852423223,6.0148505581905924,4.571144298236685, p__Actinobacteria
4fb648ef86035f6616fe3af6b1dc2d40,-4.564616126124945,-3.341381416353724,7.236035589259417, p__Planctomycetes
500a035a38b1a3fc0651ac976252f954,-3.084175199114576,-7.231398418854075,-2.925187524296219, p__Actinobacteria
50256438f15701f0abecb1d5ca70a0cc,-8.122724941004126,-3.280120747298092,0.2972929141100288, p__Planctomycetes
502e9d454ed38b700ff3690d1abb03ca,1.0306143019015046,-3.4293958896204635,9.377940538124733, p__Acidobacteria
5038bf1121cc92a19bdbba71b0375fbf,-4.772484052289056,0.34100604609826274,3.9023457790034306, p__Actinobacteria
5041780b12392dcca04512b967e141dc,3.041466268133779,-10.94555952631319,-6.573704254674918, p__Proteobacteria
5058958144bbc8025599e0e93635f7b0,-2.0851944387760235,16.224150485228407,-4.726705072671261, p__Planctomycetes
50743e8c1466df2de53bb04635dfd75f,-10.836782877582989,-8.538856461596506,-1.875849726195081, p__Actinobacteria
5089536ac0b75305e434c28642731a27,-1.0309323729856474,4.066999462059323,-0.8806236655015875, p__Proteobacteria
50b791ed402259e0228dab22204c975a,-8.044148338375145,3.454173818559727,0.5087622389020015, p__Actinobacteria
50fdbef3252b9a07194959979ef6e08d,-1.7889542232207716,-5.19900728576256,-0.05332379669019885, p__Planctomycetes
510423d597a2301c0f9904cd9b8faec9,-3.084175199114576,-7.231398418854075,-2.925187524296219, p__Proteobacteria
5120caddedbbdc9cd86d05365762b68b,-10.270096043107074,-0.8600751068262857,1.5770721395224818, p__Bacteroidetes
5121e8551c56463f62a2d7ab9b235042,12.84876497428332,-4.1646811242504596,13.437768991880253, p__Proteobacteria
5131c34a8d6ca39eb250193e715047a7,2.7745893663470405,-11.023496498114516,-6.434416514053354, p__Verrucomicrobia
51438fab03a0738291c102119931324a,5.927928904041296,-4.175851066633392,-0.6191147139494706, p__TM7
514ecd6db8ac08db8e856b9eafd6ddd3,24.78148574377322,-5.695758399991869,-12.906261377141986, p__Planctomycetes
51576167ac7ba76f5f26f56003743145,1.6079053561987247,5.040650932162563,-1.304635025246793, p__Verrucomicrobia
5166a2ced9e8dc96ef4f812ce4d182c1,-4.567753531425643,0.23847438981403407,3.5828620222024976, p__Actinobacteria
517b938456c4edc9003e1b9d805a0ca6,16.717401633288453,-0.3546739512138226,13.017548158695933, p__Actinobacteria
518709fab9656f41db4911d9e91bce80,-9.75074207039209,-0.26373792091809967,1.653535590988054, p__Proteobacteria
519482c15f3a12b7348c012dac261cdb,-10.424011788778436,-7.112736822204242,-0.05354457444996058, p__TM7
5194d5de06baa05e42d507955d112143,-4.259227973157251,-0.7726675455373375,5.690777479420138, p__Chloroflexi
519a3527abdd933efad6ac088a88f74d,-5.78284899598734,-4.888409261677706,6.576187914368382, p__Firmicutes
51a622026d5d316bdeea6fc3aa3a02ce,-10.90059862600594,-1.9174744185918917,-2.1634648680041915, p__Verrucomicrobia
51d38ca17ac8c3d035a82e2114f5058c,-3.489590929219579,1.7301795633491734,3.896162507715105, p__Planctomycetes
51d54af36d1f4a55c50352522c8718c8,5.46619373100536,9.748585702893743,-1.744367970469026, p__Proteobacteria
51ec532ab9eafd8cf7ee3be93734a79c,-2.0851944387760235,16.224150485228407,-4.726705072671261, p__Actinobacteria
51f9f224bebd10b999b792f348faa5cd,-9.357003247551923,-9.757368029521377,-1.9815897358521501, p__Proteobacteria
51fd9d45385bb92613bcf4da4af92ebd,-10.90059862600594,-1.9174744185918917,-2.1634648680041915, p__Tenericutes
5200f4f33adb1cdf591754d00797f269,1.7760116113741624,0.12563415835358852,10.12735563034276, p__Proteobacteria
52226b9e6c726106e8d0059d4706d625,-3.5852652956087905,2.5629567959970103,4.368271504481895, p__Verrucomicrobia
522c5ba620df84a905f5f5c63b4841bc,-2.0851944387760235,16.224150485228407,-4.726705072671261, p__Acidobacteria
5248a0e297a1199247c201ef6d71a473,-0.7796623575225363,-10.144296002061836,-5.790309580861059, p__Acidobacteria
527f980d2c53d235a67d4c977e23d5a7,-5.752162753580272,-1.8538406905772675,1.1038189199879038, p__Verrucomicrobia
52d2742356fa850ffb01c98ddd297e01,5.159025558732976,-3.1538076183387513,10.549841786020467, p__Planctomycetes
52e7e784286ede63195c9ca9e0824858,-0.7796623575225363,-10.144296002061836,-5.790309580861059, p__Bacteroidetes
5339330a9de7ce674f4ed1b19653b5e3,15.615804821290972,-2.578665342332604,-9.418691644477576, p__Acidobacteria
5341ebbc2b53038cef16b4c6ce910bb1,7.287255852423223,6.0148505581905924,4.571144298236685, p__Planctomycetes
5343a0fad8b074084eaaf12d848dc983,-6.520765275493323,-4.485732753690798,0.037039621825537855, p__Acidobacteria
53527e0579a3cbc4b78d77807881346f,-8.044148338375145,3.454173818559727,0.5087622389020015, p__Proteobacteria
53889156a23a7552889aaf89f553fa9a,-4.646186960765105,-3.520927626982898,-2.397826930086227, p__Verrucomicrobia
53913784a872c53357c15d0f814dc9a2,3.4523181884112226,6.96000623222243,-1.0304159876391266, p__Chloroflexi
539e5dd0d2354983084e162ce34c7d89,-10.270096043107074,-0.8600751068262857,1.5770721395224818, p__Actinobacteria
5410426773326c53d97b43b7a5eec1d7,-13.132181983461674,-6.354080876167145,-0.4929245906226489, p__Acidobacteria
542226d23ab5b78d620f5fcf6a757bb9,-1.565893464507408,-10.840925913307347,-4.269597828763358, p__Proteobacteria
54563f3ff065e83b396fd7327f18ad3f,21.30946504192483,-7.62851891922251,-8.671836235521429, p__Proteobacteria
545d85e5ea418aba0b14b0639d48444d,13.53300444756639,-8.80031556458053,-6.486231171657822, p__Proteobacteria
5460125eeb9617194f48e5981fe10b58,-3.672828535026957,-3.0336310872441445,8.028580720870197, p__Proteobacteria
548f41ab4a7666a44b3b66394ef85720,-9.75074207039209,-0.26373792091809967,1.653535590988054, p__Acidobacteria
54b044cc198d1b765d841a682d5d4476,-1.5590310028386323,-9.45193122373126,-4.699560321414757, p__Planctomycetes
54c93c08b9420c98ecf8ad8452cdadc2,1.6079053561987247,5.040650932162563,-1.304635025246793, p__Planctomycetes
552173a8e3ceddd6e90fab5c7913c05b,22.069263402348362,-0.30468029166305277,-11.902268393260316, p__Proteobacteria
55608172dbf50a75267a3f4d5da6c4d1,-2.0851944387760235,16.224150485228407,-4.726705072671261, p__Bacteroidetes
556749f73a714c5b0a7b4c74df54d99d,-8.044148338375145,3.454173818559727,0.5087622389020015, p__Proteobacteria
558530339dc4b6d8130a98074b7d4356,-5.9454902084435215,-2.875247415547791,3.7994468763957028, p__Actinobacteria
5598a3ab55cdf9f9b32a95520eebb842,4.280705260415465,10.589559504002048,-0.6349382619417555, p__Verrucomicrobia
55a0c8f25ebcdd21b574a3f1025b561d,-5.47691386594609,-0.6263117528891795,-1.841389040855022, p__WPS-2
55a4b2b02e0d037d486f68baa9896c5d,13.507707096929014,0.10444729902285804,-2.398274921485921, p__Gemmatimonadetes
55b4a223549496e57daa2aaf0b8cfefb,8.874507352414533,-3.016004188199856,12.388383689484975, p__Actinobacteria
55d1eb21946f780b5d18766a3ea4f4fb,0.7050720642417904,19.543294272522573,-5.480422992589403, p__Planctomycetes
55d60a1904ba249edfac06edecbc62b1,-2.1803213935385584,3.2901431351838197,3.9543914974155525, p__Elusimicrobia
55d88cd9c2c8cba1bff3570e62deca2a,-11.867544104355018,-5.956654236566317,-0.12260113738156592, p__Actinobacteria
55f3a50ea820018d012efc4e536e057f,-3.3737246592424275,14.384932255120862,-4.0344928174420716, p__Acidobacteria
560af9ad15b14922e5369fd412a0c8ff,1.6079053561987247,5.040650932162563,-1.304635025246793, p__Verrucomicrobia
561bbc672ca19685f5250e6f8cf8d307,2.7745893663470405,-11.023496498114516,-6.434416514053354, p__Actinobacteria
56390e911b9e2c8a22a03dda2dcb2d8e,-7.121057273263799,-8.762135860368891,-2.44430638269735, p__Chloroflexi
56922ab3c77da684b8dd05182af80885,11.676742876220143,-1.4497459186156714,13.138876288944822, p__Chloroflexi
5714ac167c7558b7102c00c68b6b4097,-9.75074207039209,-0.26373792091809967,1.653535590988054, p__Proteobacteria
5739f15a27825f4168801ab371f29be2,-0.5723362379270017,-9.96689304885389,-5.260951098555147, p__Proteobacteria
57707e9fc0677f0eb8cc523bc8c53b06,2.8263058131274335,-9.588373036464493,-5.298386183946632, p__Proteobacteria
578e4bab08596082fb68da12c55bf99c,4.092400626310653,-2.762350596244606,11.120673273247625, p__Firmicutes
5792c488124fe2282088332630308e47,-3.1897320536667255,1.6175180068793824,4.401171344360787, p__Actinobacteria
57b8abf69bc4c18dc7652e14e3048850,9.751798120510703,-4.842989308249757,12.091532224666397, p__Planctomycetes
57b8b8eefdffda13a2721778c474bd3d,-7.345099341237674,-2.5279277998032956,-1.379878940892168, p__Planctomycetes
57d80c10799d54171a2a6a0add0e8525,4.280705260415465,10.589559504002048,-0.6349382619417555, p__Acidobacteria
57e90a5fdafc8cdbc1e0b1c4aa58c975,2.1494517842409953,6.357178297320125,4.742506083000966, p__Proteobacteria
57efebcab8bb2979640952d3918439c6,-4.107156552431805,-1.5420183755373489,6.924246427075174, p__Verrucomicrobia
58001568417feaeebc8eea39a6978d39,-8.044148338375145,3.454173818559727,0.5087622389020015, p__Chlorobi
581f0bbb89e0b7d205aa5bf1f6d7fafa,-8.175575581736153,-7.239948052194923,-0.270581797875624, p__Planctomycetes
5832a59f987729badc493da79aaaf375,33.57643406448322,-0.468203041446422,-12.482060231926392, p__Proteobacteria
58335989524166348ac5877411454e14,31.56794021827243,-4.973873547773134,-11.83143418804328, p__Proteobacteria
58482ab7565960367cc3052930ba5f51,14.053118763925093,1.0633016936950628,13.824960423925452, p__Bacteroidetes
5859182c615e0d2247ebb34c1ac1f641,-10.836782877582989,-8.538856461596506,-1.875849726195081, p__Verrucomicrobia
5884ae3fae5cd4336f4643bc2c56e181,-0.7796623575225363,-10.144296002061836,-5.790309580861059, p__Planctomycetes
588516f57e09e0a0c7fad613e330f869,11.729996487002161,-2.097754950989455,14.346663357213192, p__Acidobacteria
589e35c71ab0fb6d54b87de173bbe967,1.6079053561987247,5.040650932162563,-1.304635025246793, p__Actinobacteria
58a139d5c0b323117c042101d94ff320,-5.78284899598734,-4.888409261677706,6.576187914368382, p__Actinobacteria
58b21c767eb21c6049f31ce76a95b641,-6.520765275493323,-4.485732753690798,0.037039621825537855, p__Verrucomicrobia
58c814c1bc0254315a21b243904f1036,1.6079053561987247,5.040650932162563,-1.304635025246793, p__Actinobacteria
58e4c856dd6d5403df94e6b472cc5a51,-5.752162753580272,-1.8538406905772675,1.1038189199879038, p__Actinobacteria
58eda4d6be1b7aa45d8dc52b8dfcf16a,-9.75074207039209,-0.26373792091809967,1.653535590988054, p__Bacteroidetes
58efd7ac6502783f37fb1db4566ebf5a,3.429946601673245,-2.5068167373734114,-1.7269385581344132, p__Acidobacteria
59004be6ebab1e660c49f3e6a9fa2c24,4.280705260415465,10.589559504002048,-0.6349382619417555, p__Planctomycetes
591363d955087a71715f22cce8994d9d,24.78148574377322,-5.695758399991869,-12.906261377141986, p__Acidobacteria
594918a08008383b18715ca31c2095f1,-8.044148338375145,3.454173818559727,0.5087622389020015, p__Gemmatimonadetes
595e5739041bf87d9fad50219cc2d9d2,-0.7796623575225363,-10.144296002061836,-5.790309580861059, p__Planctomycetes
5977a5b545c427b13a268aa5d4ec303b,-2.0851944387760235,16.224150485228407,-4.726705072671261, p__Chloroflexi
5993939cded4c730e89e8f8b29633237,-10.270096043107074,-0.8600751068262857,1.5770721395224818, p__Planctomycetes
59a78a73d968f9b0e15e4a0a65d913d7,-9.75074207039209,-0.26373792091809967,1.653535590988054, p__Proteobacteria
59b5f74e08cd0b37150eed051cce2bf9,-8.044148338375145,3.454173818559727,0.5087622389020015, p__Actinobacteria
59c02a5653580c1e48a8bb631778ab11,-13.140997830120297,-8.63787866324179,1.2875626289725914, p__Bacteroidetes
59d35fab21a287d83ddb00497dbe14a5,0.899194784796213,-8.712746815523113,-5.078553689910608, p__Proteobacteria
