sequence,1,2,3,4
0009e05d156dac5a1094ab2b0e532970,-0.06766042359916025,14.14908113668471,-9.375351978086256, p__Proteobacteria
0016aceac264cb884cf1188da48f7207,5.136401167111487,9.163267712565588,-5.95398794995304, p__Actinobacteria
001739195218db90d8c99177320e6441,9.145203021253632,7.76640522607801,0.11322195656610912, p__Verrucomicrobia
002135c6618a6f14de790a83e7c0af23,-10.030923717793975,-0.7345638930103084,-1.5273028184728736, p__Firmicutes
003ad86ffd1562ae5ee54df60ceb830a,-5.327573720338186,-0.3635450100415562,-3.878560653523832, p__Proteobacteria
003c9e1344c3872c51770733d94f211c,-0.06766042359916025,14.14908113668471,-9.375351978086256, p__Acidobacteria
005082a43186361c404ab1196b097c4f,-0.8753964673213134,-10.2672137833634,-3.6708744401613247, p__Proteobacteria
005c37cfaad91e2539bd5dda87fb65b9,11.491439566937988,-4.286339728944875,7.238749611709566, p__Verrucomicrobia
00625f3f34fb0792d87a0b1c558e419e,-10.030923717793975,-0.7345638930103084,-1.5273028184728736, p__Proteobacteria
0078c87c2861b63ab2fa35d564786c11,31.262110084865434,-3.259679514712147,5.477020964468599, p__Actinobacteria
0092209dd7342d326dc041fffcc6bd91,-1.3027808651900863,7.966089520580626,6.485487435404958, p__Verrucomicrobia
00a95b1f6f6474648d0d3f74f82c5ea4,1.676690228428286,8.056288592522918,5.952082189971545, p__Proteobacteria
00af243dd1c5bf2e740c310a4e9322ab,10.344817199870668,-2.909892511501197,8.286713146905731, p__Verrucomicrobia
00b3e80ddf9dfe1600c205a3656b5db3,-2.767767287211432,0.9952460840394427,-5.4310752457100335, p__Proteobacteria
00b88108323d664c3353eb7d85ee1825,-2.767767287211432,0.9952460840394427,-5.4310752457100335, p__Acidobacteria
00e0008348f66e14f36da59d3360a5a2,-4.725141226197699,-0.9469795748086105,1.049141448321572, p__Verrucomicrobia
00e4cd32216b5c8ed8cf0fa699232a93,1.676690228428286,8.056288592522918,5.952082189971545, p__Actinobacteria
00fd57f605bde0d19e69be5b36f58463,4.788863059209768,-9.918005648715122,-3.751540285132104, p__Firmicutes
00fd9e4b290fdd8149a809128deabdd3,-13.049644526767633,-5.590099373470528,0.7726472906647774, p__Proteobacteria
010509f3c53e78328161b358208dcd2e,-3.146354481672881,1.0874174444423572,-2.515373566531366, p__Proteobacteria
01061b153f9c8ee8ef32b2fc711e03eb,-7.074114830294421,-1.8221410549138501,-2.1991108555970187, p__Acidobacteria
01179eeb19b4e0f5399a151d51e5fe46,0.34150617327844923,2.1220200623164236,8.634437182353402, p__Actinobacteria
0124e1cb1129411e00efb10e155b9f4d,29.080938074943667,-0.30333978853020604,8.570334002004717, p__Actinobacteria
01266d13939ff3615d44556389b20b60,17.433391045933867,-9.628336912266246,-7.903228193869708, p__Actinobacteria
013ba6789d3abfcaf6e9a6dcf6ca8199,9.145203021253632,7.76640522607801,0.11322195656610912, p__Actinobacteria
0148efba0c1415acc9a88c6c73ab5a88,-5.673054570134852,-3.438997481579583,0.9989948772012076, p__Actinobacteria
0150ccc6dc3013e388fc7ed636192f4f,-7.467594019841698,-1.4253160131760516,0.9436547638253676, p__Proteobacteria
015a284700088e5d72267b88b75de28c,6.711623537264557,-0.8308168907820641,-0.9986630172168413, p__Proteobacteria
0164ff95d85646756afa65066363ffb7,13.93607202112217,-1.4305022263274014,8.170870704971525, p__Verrucomicrobia
0167fdf643636567ab65299dcf036431,15.795632511823419,10.585803738900932,-0.892160001201304, p__Proteobacteria
016d63bb0614d960128e9d09bf65fc97,-5.327573720338186,-0.3635450100415562,-3.878560653523832, p__Proteobacteria
016ebf06b9f261861c90fad86eb526f2,-2.767767287211432,0.9952460840394427,-5.4310752457100335, p__Verrucomicrobia
