sequence,1,2,3,4
0003c2463b98a6c28926dec4040423f0,-5.833730356734991,5.771900624585227,0.3043820313922713, p__Proteobacteria
0016aceac264cb884cf1188da48f7207,6.639575782293884,9.048946057050552,-5.952310436415222, p__Actinobacteria
001739195218db90d8c99177320e6441,11.699700839314453,7.464982053946415,0.03908923866730224, p__Verrucomicrobia
002135c6618a6f14de790a83e7c0af23,-9.785903351360364,-0.07213829433840857,-1.1534634240816481, p__Firmicutes
0024d21b0b3528590a655edb61c8c7eb,-1.8978374502499318,1.5875337370193565,-6.101541068020591, p__Proteobacteria
0025fa28cb890a0f8164760e3a11d614,-1.623899646645882,1.9778742717580986,-3.835725375541272, p__Acidobacteria
003ad86ffd1562ae5ee54df60ceb830a,-4.524988197522943,0.33074215365276183,-4.5267021194296495, p__Proteobacteria
005082a43186361c404ab1196b097c4f,-1.1080173012390553,-10.057901585838112,-3.920683693214236, p__Actinobacteria
0061333ef4af02fa0219a66a000d5280,0.24988988521357117,6.300441040740989,9.081518699115804, p__Verrucomicrobia
00625f3f34fb0792d87a0b1c558e419e,-9.785903351360364,-0.07213829433840857,-1.1534634240816481, p__Proteobacteria
00797638d80e2c554d75e17fae31b4de,-2.820925662988368,-0.3585699048979286,2.122940240079669, p__Verrucomicrobia
0090a4d382d1d98ab9b1a9b49c2959b4,-4.524988197522943,0.33074215365276183,-4.5267021194296495, p__Proteobacteria
00af243dd1c5bf2e740c310a4e9322ab,10.233488904243213,-4.7401895628063,7.768188432763202, p__Verrucomicrobia
00afb93e1db84f1dc2c26b5b203868f2,4.285436818167595,-0.9835270500108745,-7.771988121993918, p__Acidobacteria
00d233306b3d9d383459882cdfce9b2b,-6.509202186180003,-1.1384935343098748,-2.8150770177139566, p__Verrucomicrobia
00dfa545947389abdd7f94865f378519,-0.4627737490258007,-1.1724621046192987,8.06003812546987, p__Firmicutes
00e0008348f66e14f36da59d3360a5a2,-4.254199657017108,-0.7374785967410671,0.7328794776804908, p__Proteobacteria
00fd57f605bde0d19e69be5b36f58463,4.445412014721052,-10.318482076683907,-4.041847508942868, p__Proteobacteria
01179eeb19b4e0f5399a151d51e5fe46,1.309595222709961,1.2702718953241816,8.178289380189716, p__Acidobacteria
